time_id,start_time,y_true,y_pred,inference_time
6,1800.0,0.0001852397393015319,0.00010702799,0.3490936669986695
6,1802.0,0.0001286666392405149,0.00010487673,0.053007874987088144
6,1805.0,0.0003286610542498841,0.000104958875,0.052779000005102716
6,1807.0,0.0004459602273703247,9.817476e-05,0.052426209003897384
6,1810.0,0.0004383387239423419,0.00010278338,0.05201279200264253
6,1812.0,0.0003132483437609016,0.000103848244,0.052736792000359856
6,1815.0,0.00011062079348593619,9.759279e-05,0.052424499997869134
6,1817.0,9.287122351924876e-05,9.475685e-05,0.05180516600375995
6,1820.0,0.00013266830520940133,0.00010053132,0.051649708999320865
6,1822.0,0.0001930619715086339,0.000103160644,0.05331958299211692
6,1825.0,0.00018927485503617177,9.561505e-05,0.05464600000414066
6,1827.0,0.00018638900689175365,9.070794e-05,0.05236262500693556
6,1830.0,0.00016950893862634472,8.806838e-05,0.052368374992511235
6,1832.0,0.0001985215749300632,0.000109302346,0.05314804099907633
6,1835.0,0.00022534089277284096,0.000107216416,0.05239487500512041
6,1837.0,0.00013442778881120337,0.000106381776,0.05220391700277105
6,1840.0,0.00022635171166312854,0.00010015481,0.05207354199956171
6,1842.0,0.00030503911966798126,9.880681e-05,0.05207629199139774
6,1845.0,0.00028516210181508966,0.00010724646,0.051962459008791484
6,1847.0,0.0003727787201748386,0.000105951716,0.051209832992753945
6,1850.0,0.00032269682043212125,0.00011132267,0.05291958300222177
6,1852.0,9.216861408270078e-05,0.00010514629,0.055365124993841164
6,1855.0,0.00014442246476449664,9.753722e-05,0.05261675000656396
6,1857.0,0.00028930280445845115,0.000106247375,0.05434045799484011
6,1860.0,0.0002979311547758413,0.00010245623,0.05219612499058712
6,1862.0,0.0001685105296915128,9.733492e-05,0.05299149999336805
6,1865.0,0.0001803727434037844,0.00010008304,0.05220704199746251
6,1867.0,0.0001810197448136498,9.735324e-05,0.052293667002231814
6,1870.0,0.00011499510115977732,0.00010513065,0.052286917009041645
6,1872.0,9.160756185569027e-05,0.00010609865,0.05206862499471754
6,1875.0,0.00010624445471368952,0.00010758323,0.052354583007399924
6,1877.0,0.00018696519396740988,0.00011059788,0.053951791996951215
6,1880.0,0.00018833237909131087,9.437758e-05,0.05182566700386815
6,1882.0,0.0002493533633995381,9.7170945e-05,0.0553361250058515
6,1885.0,0.00027651295349185863,0.000108554195,0.05309562500042375
6,1887.0,0.00018027802402582587,0.00010432098,0.05335562500113156
6,1890.0,0.0001304569816412535,0.00010297626,0.05284550000214949
6,1892.0,0.0002681214647069005,9.953e-05,0.052997000006143935
6,1895.0,0.0002886041772990195,9.864319e-05,0.053175584005657583
6,1897.0,0.00015551670506208754,0.0001026668,0.05265129200415686
6,1900.0,0.00013144658451663254,9.338717e-05,0.05339620800805278
6,1902.0,0.00017277342891261062,0.00010095792,0.052056750006158836
6,1905.0,0.00017085817255739713,9.960769e-05,0.052409458003239706
6,1907.0,0.00027633842288151376,0.00010203639,0.051884291009628214
6,1910.0,0.0003650439841596223,0.00011155019,0.05211150000104681
6,1912.0,0.0002816740536856301,0.000111528694,0.05489787500118837
6,1915.0,0.000154273219932995,0.00010936814,0.053684500002418645
6,1917.0,0.00019805177457753244,0.00010131319,0.053225458002998494
6,1920.0,0.00019686558419427318,0.00010955058,0.05281445900618564
6,1922.0,0.00013786011002187568,0.00011484997,0.05215637499350123
6,1925.0,8.900685916056616e-05,0.00012763026,0.05327654100256041
6,1927.0,0.00013362521673383312,0.00011278193,0.05689637499745004
6,1930.0,0.0001402688933976738,0.00010415166,0.05318066698964685
6,1932.0,0.00011405369710704941,0.000101479825,0.05180624999047723
6,1936.0,0.00019272182926975028,0.00010642097,0.05277283400937449
6,1938.0,0.00020672193039445502,0.00010257684,0.05405154199979734
6,1941.0,0.0002499600686740204,9.6729396e-05,0.052609709004173055
6,1943.0,0.00038749439295993705,9.22224e-05,0.05606324999826029
6,1946.0,0.00032255189732258486,0.00010195454,0.05413637499441393
6,1948.0,0.00022467798838352916,0.0001047485,0.05322704200807493
6,1951.0,0.0002246832310035041,0.00010490978,0.053918874997179955
6,1953.0,0.00018215614590247914,0.000107509455,0.05336600000737235
6,1956.0,0.00025463592878370377,0.000116717216,0.05221537499164697
6,1958.0,0.0002191052702206197,0.00010944171,0.05203745899780188
6,1962.0,0.0001290846534627942,9.612769e-05,0.05416962498566136
6,1964.0,0.0002278817888502553,0.00011094645,0.05208883300656453
6,1968.0,0.0002338234892442253,0.00010319269,0.05281745801039506
6,1970.0,5.8018401385968434e-05,9.706101e-05,0.053805000003194436
6,1973.0,3.621766809495656e-05,0.00010592088,0.05194937500345986
6,1975.0,7.261600384612379e-05,0.000100649646,0.05525491700973362
6,1978.0,0.0001587636752472786,9.388236e-05,0.05336008399899583
6,1980.0,0.00017631008728735166,9.536217e-05,0.052781999998842366
6,1983.0,0.0001391118756368721,0.00010501603,0.053185166005278006
6,1985.0,9.83390877540976e-05,0.0001021818,0.05172683398996014
6,1988.0,0.00024069306782256554,0.00010203112,0.05208416700770613
6,1990.0,0.00033774186676919387,9.744636e-05,0.052678291001939215
6,1993.0,0.000296392552403901,9.433566e-05,0.05265554199286271
6,1995.0,0.00023868476704033426,0.00010465252,0.052551375003531575
6,1998.0,0.0002782057272722962,0.00010683733,0.051448416998027824
6,2000.0,0.0002429298537176419,0.000102361686,0.05230662500252947
6,2003.0,9.531439857820464e-05,0.0001005997,0.05205245800607372
6,2005.0,0.00014819082312361633,0.00010380328,0.05500062499777414
6,2008.0,0.00015201409826882384,9.848944e-05,0.05354658300348092
6,2010.0,7.573684929144279e-05,0.00010131095,0.05421266600023955
6,2014.0,8.65911975792839e-05,9.875564e-05,0.05295812500116881
6,2016.0,0.0002363515793332489,9.922599e-05,0.0549509999982547
6,2019.0,0.0002586968237101078,0.00010339284,0.058113375009270385
6,2021.0,0.000385478519893811,0.00010340983,0.05381591699551791
6,2024.0,0.00045971156705885036,0.00010520247,0.05231033300515264
6,2026.0,0.000387406932589883,0.000115686154,0.05346116700093262
6,2029.0,0.00026765315132836994,9.815102e-05,0.053307459005736746
6,2031.0,7.87602040583767e-05,0.00012107284,0.052388625001185574
6,2034.0,9.120234237060428e-05,0.00010501758,0.05250499999965541
6,2036.0,4.858844728950058e-05,0.00011462504,0.05503024999052286
6,2039.0,0.00013223572210551327,0.000118069875,0.05295429201214574
6,2041.0,0.0003094325651988288,0.0001243361,0.0537349170044763
6,2044.0,0.000280332171176153,0.0001124974,0.05453504099568818
6,2046.0,9.876275074012955e-05,0.00010350017,0.053772708008182235
6,2049.0,0.0001944180213580541,0.00010676325,0.05243545900157187
6,2051.0,0.0002726289850567529,0.000117591175,0.05240600000252016
6,2055.0,0.0002482379372654437,0.00011397433,0.053307458001654595
6,2057.0,0.00022403631194376625,0.00011446365,0.053500374997383915
6,2060.0,0.00020621869729396436,0.00012792916,0.05164120900735725
6,2062.0,9.195434060843305e-05,0.00011557593,0.05211291699379217
6,2065.0,0.0003169204593779188,0.00012602178,0.052248542007873766
6,2067.0,0.00040026563219172265,0.00012261137,0.05550870799925178
6,2070.0,0.00025951985118488516,0.00012298819,0.05403825000394136
6,2072.0,9.876014921081789e-05,0.00012594125,0.053573791999951936
6,2075.0,0.00011579237706037596,0.00012316639,0.05259112500061747
6,2077.0,0.0002602894518982235,0.0001278001,0.05374345900781918
6,2080.0,0.00025904164429986785,0.0001287853,0.05224908300442621
6,2082.0,0.00026573795139399006,0.00011838912,0.053627084009349346
6,2085.0,0.00024793020444498643,0.00011281197,0.05304362499737181
6,2087.0,0.000231344951100799,0.00010667451,0.052906124998116866
6,2090.0,0.0002714906471569079,0.00010226292,0.05209670799376909
6,2092.0,0.00032354849810425256,0.00010663394,0.05297895800322294
6,2096.0,0.00029087813327776654,9.9813195e-05,0.05199354200158268
6,2098.0,6.423008111352607e-05,9.8542514e-05,0.05535300000337884
6,2101.0,8.123085507216832e-05,9.77891e-05,0.05316962501092348
6,2103.0,8.7747829160245e-05,0.000102993006,0.053381707999506034
6,2106.0,0.00016239361235258242,0.0001064787,0.05250654100382235
6,2108.0,0.000184709923628414,0.0001089042,0.05279241700191051
6,2111.0,0.00029674727312198085,0.00010900984,0.052688708005007356
6,2113.0,0.0002760059292361554,0.00011420592,0.053933832998154685
6,2116.0,0.00011849669093422417,0.00010813738,0.052287416998296976
6,2118.0,0.00012408210378865608,0.00011069042,0.052681291999761015
6,2121.0,0.0001242431861725165,0.000119228,0.052498707998893224
6,2123.0,0.00027826498867931384,0.00012505088,0.05292800000461284
6,2126.0,0.0002559282731666278,0.00013023864,0.0518770840135403
6,2128.0,9.990401617789401e-05,0.00013450693,0.05545887499465607
6,2131.0,0.00012050344008416714,0.00013515737,0.053423207995365374
6,2133.0,0.0001739768033547416,0.00011842957,0.05283316699205898
6,2136.0,0.00023488220536186215,0.00012694907,0.05391691700788215
6,2141.0,0.0002730933055496683,0.0001373195,0.05316037499869708
6,2144.0,0.00028443739435615023,0.00012784422,0.05342691698751878
6,2146.0,0.00025044172001200765,0.00012507352,0.052839083000435494
6,2149.0,0.00018030424154504425,0.000112903945,0.053897042002063245
6,2151.0,0.00016178269022035132,0.00014053042,0.053467624995391816
6,2154.0,0.00030389019865811163,0.00012385582,0.05273037499864586
6,2157.0,0.0003001316878285964,0.00012556474,0.05195483300485648
6,2161.0,0.00017204339712426675,0.0001266753,0.05312745900300797
6,2163.0,0.00021220296092736997,0.00012948338,0.05428016700898297
6,2166.0,0.000251983532730284,0.0001224713,0.05278816701320466
6,2168.0,0.000232155687950706,0.00013160032,0.053267875002347864
6,2171.0,0.0002454704744552666,0.0001262596,0.053272709003067575
6,2173.0,0.00022156273696738376,0.00013666645,0.053393042006064206
6,2176.0,0.00013598887431900934,0.00013310439,0.05267262501001824
6,2178.0,8.643917823748214e-05,0.00013296171,0.05265208399214316
6,2181.0,0.00022347981102462106,0.00012919171,0.05290095799136907
